ID,text,annotator
412,"I don’t usually write reviews but this is by far the worst gym I have tried in my life. Equipments are old, staff is not friendly/welcoming, minimal classes outside work hours (who’s going to them?!?), no warning that cycling classes need your own shoes (what a waste of time turning up) and I was told there will be English classes (no one spoke English). Save yourself the hassle and join another gym or are all gyms this terrible in cph?",all
415,"Poor service for the price, but its the same with most gyms in copenhagen. Standard equipment, short opening times, very small facility and lack of good hygiene. Membership is way to complicated and overpriced.
Staff is usually nice and its not crowded.",Bogdan
416,"The star is only for friendly staff.
The gym itself is a mess, and looks like no one is keeping it clean.
Sauna not working. Showers are under renovation but they didn’t install emergency showers either. Not even to mention the changing area 🤢 with old fashioned method of lockers.",all
417,"The pictures of the gym must be atleast 10+ old, because the place looks nothing like that. Alot of old equipment, areas that looks like a storage room. Seems like the owner just doesn't care about the state of the place.",Bogdan
420,"Old equipment that seems dirty but probably just used,  small lockers, average service. Way below average in general.",Bogdan
423,"I have been coming here on and off for 5 years. And it gets worse every time I return!
The hygiene in the bath and sauna is under all criticism! Toilet paper, bottles and water on the floor! This is not an isolated case! There needs to be a stronger member policy in the house and more cleaning

Training facilities etc are good",all
425,"Best place to train in kbh, free parking, and really nice helpful staff",all
429,Some of the equipment is old and the facilities could be a lot cleaner. The atmosphere is relaxed though.,Bogdan
430,"Partly reasonable gym in the morning and afternoon, but after that it goes downhill. The evening is terrible: shouting groups of young boys who mostly use Sats as a youth club. But the worst part is that it is filthy in the evening - especially the toilets and bathrooms. There is a lot of snuff and wool from socks in the bathroom that needs to be cleaned - and no one mops the floor (neither staff nor users). The sauna and steam bath (closed) are clammy after a whole day of sweat. People use their own rules regarding the sauna, e.g. having an unofficial party with music in the sauna, so that others cannot enter without stinking of peppermint. The training area is also pretty minimal, e.g. no Precor machines or the like. Ventilation is almost always switched off (certainly to save electricity), which means that the air is heavy in changing rooms - especially in bathrooms, water drives down the walls and windows. The air is generally bad in the training area - and in addition there is often a smell of cigarette smoke and car exhaust, which comes down from the parking garage due to drafts (the glass doors are typically completely open). There is also a lot missing compared to previously under Fitnessdk, for example. free coffee. The quality is just decreasing and the clientele is going in the wrong direction: more suspicious types in the evening (and it's not the ones from Gentofte).

Bad gym!!!",all
432,Best workout center,Bogdan
434,"After having been a member of Fitness World for 10 years, I chose to switch to rate and keep then a difference. Better machines, more dumbbells, and much more welcoming staff. It is clearly the best decision I made when I chose to switch to rate.",all
435,"It has now been difficult to find a cabinet that works for a long time. Today I drove home after trying 15 different lockers where the lock didn't work.
Are also tired of their own Corona rules not being followed.
So now I'm changing center.
Otherwise, I was happy to come there, so I hope they will soon get the various things under control so that I can come back.",all
436,"Great fitness centre with nice new facilities. Only downside is the 2 hour limit on the free parking and a limit number of immediate parking spaces. It is usually not a problem.
Good thing I'm reviewing the entire fitness centre and not just giving 1 star because I couldn't figure out the parking facilities like some reviews ;-)",Bogdan
439,fantastic service. nice equipment.,all
440,"Super delicious place with all imaginable training tools from turf, weights and general cardio to cross-country skiing. Lots of air and light and nice changing rooms. There is free parking.
Remember that you must use the padlock here and not the membership card for the lockers",all
450,"Best gym I’ve ever went to. Very friendly staff, fully equiped with everything and a great Schwarzi painting.
Ideally located with a fair day pass for travelers. 5/5",Bogdan
451,"I’ve lived in San Francisco, Japan, Spain and now Copenhagen for a little bit, but this is by far the best gym I have ever been too for the cost. At this location, they have a live DJ from 4 to 8 PM on Monday evenings, and at the other location they have a live DJ at the same time on Tuesday evenings. It’s quite amazing for the price! It’s a nice thing to have as well to spice up the workout.

Plus, they have friendly staff, plenty of lockers to put away your stuff, a Zen room to do your own AI powered workout, and so many machines! Also, they have drinks and protein ice cream bars you can purchase.",all
471,I really enjoyed running and exercise here in this beautiful environment with the lake.,Bogdan
472,Gym for kids.,Bogdan
473,Very cool after the walk with outdoor training,Bogdan
474,"3 small training sites. Fine.
Nothing worth seeing.",Bogdan
475,"Super cool training, skilled physiotherapist and good atmosphere 💪",Bogdan
476,"Super convenient place as it is in the middle of Nørrebro. The place is a little rusty but it has all needed for exercising and more. Also Arca has many different places all around the city so if you are thinking about starting to do some exercises and taking care of your health, I recommend you to check it out. Trainers are nice and well versed and will guide you through each exercise and movement. Also, they often can take the class in English if you ask. Good fitness journey.",Bogdan
477,"Be careful with the membership disclaimer, they like to take advantage and collect money scamming you. I didn't use the facilities for 6 months because of health issues [among other things], and they  sent me a letter and charged me KR 1,109. Horrible experience for me, they lost a customer for ever.",Bogdan
478,"Some instructors should be trained better on how to react in case person gets an injury in class. I had an overall good experience with CrossFit Copenhagen, but one unqualified teacher with unprofessional behavior made me change my mind.
Basics should be obvious - if someone at your class gets heavily injured, you need to take care of them and help, not just ask them leave immediately.",Bogdan
479,"Outrageous company. Complete absence of professionalism or customer service. ALL of my classes got cancelled last month for some unknown reason, and Crossfit CPH refused to refund me for the membership. This kind of ""Just deal with it - we don't care about you"" attitude from them, is incredibly annoying. I will cancel my membership as soon as I can.",Bogdan
480,"Same here, I had registered too and cancelled on time but they charged 300 dkk for no reason and there is no number to call them either - how is that possible and makes me wonder which century are we living in? All big talks and show off! zero professionalism.",Bogdan
481,"Great gym, they also have physical therapy (how I know this place) and what ever workout you like. They have a tons of classes from yoga, spinning, crossfit, pilates, TRX, dance and all the machines you would want in a gym. They have big changing rooms and showers and lockers. All the personal I have met so far were super friendly. They have competitive prices.",Bogdan
482,"Favorite gym. Machines and the fitness program is very good, there is a classy boutique fitness atmosphere . The members are also better than many other fitness clubs I tried. I have been member of the place for nearly four years and visit minimum five times a week 😉💪",Bogdan
483,High quality physiotherapeutic treatment and very well organized. I can only recommend Fysisk Form in Vesterbro. I was treated by Camilla Hofman Hansen and was very happy! Super professional aswell as caring for the person.,Bogdan
484,"Great,cosy gym catering to all ages and has its own physio clinic with top professional therapists.",Bogdan
485,"Relaxed atmosphere, with no heavy weight lifting",Bogdan
486,"Copenhagen marathon 2022, Maj 15 2022.
The  City of Copenhagen  Denmark will be hosting marathon for the first time after COVID 19 lock.
Many of the locals are excited same time Copenhagen city is  Busy with guest from international community ready to participate and being part of the event.
For  the  participants Runners  the city has prepared several activity and place for your Wellness and training before the event.
For many  it's a moment you train your body  muscles and Skills in running long distance . The spectators remain Closer to give you Support during the race.  As the Day Closes everyone feels fulfilled for being part of an activity In the community.
Just few notes For your preparation
Get your self comfortable wear To use that will support you.
Finding a gym or training areas where you can train your Body wellness  Before the Actual day.
Getting a new Nutrition and balanced  diet food wellness Before the  actual day .
Mental healthcare  wellness preparation.

Recommendation  visit Barry's fitness located in the mid of Copenhagen that offers a gym fast and a clean space to train  and with help of the trainer.
It is clean and well located For tourists looking for a space with no binding or monthly usage it's a best Space.

Cleanliness ✅💯🌳
Green energy powered ✅💯🌳
Great Team smiling and Customer service representative ✅💯
Facilities ✅🌳💯👌
Trainers 💯🌳✅
Accessories 💯👌

Copenhagen City is excited to host the  event.
Your well being is our  Priority during these years marathon 2022 And we Share Support
Copenhagen Denmark
Marathon 2022🌐💎✅👌💯",Bogdan
487,Barry’s bootcamp is quite simply the best workout in the world. Another great atmosphere branch with staff that really looks like they’re enjoying themselves. Highly recommend.,Bogdan
489,"Visited from my home studio(s) in Houston and Washington, D.C.  It's always a great workout!",Bogdan
490,"If you like to get Energy into your bloodstream, that’s the place to go. ☀️
The personnel is also very nice and helpful 👍",all
585,"Not the biggest Fitness World, you can safely say, there aren't many parking spaces. So you have to stop at Bilka if you come in prime time, i.e. around 16 to 18:00.

The place is open until 00:00 on weekdays, so that everyone can get a workout in. There isn't bikefit and all that cycling like in the really big centres.",all
598,"Used the gym when I was visiting Malmö.  Everything you need, staff is very friendly. Will be back on my next trip. Thank you",Bogdan
599,Nice training centre for body build up friendly environment and good equipment,Bogdan
600,"Is it ever going to be open? No electricity in the building in three days, how come you can't fix it? So annoying.",Bogdan
602,The staff will try to make you feel unwelcome and uncomfortable or they just hate their jobs so much. SATS should train the staff and teach them how to be nice and help people.,Bogdan
603,"Good gym, always clean, mostly well maintained, plenty of space and possibilities, group trainings, etc. They also have agreements with various companies for offers on membership.

There are two group training rooms, a large cardio section, big section of machines, cross-fit section, and rather large weight section. Dressing rooms have bathrooms, large mirrors, plugs for dryers and shavers, seating area, showers, and sauna.",Bogdan
604,"Old and No ergonomic equipment for free weights.
Benches are broken and probably at least 30 years old. They cannot fold due to broken mechanisms.
Towers are old and half broken.

Seriously one of the worst equipped gyms I have seen.",all
606,Great gym with all necessary equipment.,Bogdan
607,Its nice Gym to work out its clean and well organize 😊,all
608,Its a nice and clean gym💪. Bra personal. I love it,all
609,One the my  favourite place!!!,all
610,It's a great gym unfortunately they closed the sauna.,all
