ID,text,annotator
412,"I don’t usually write reviews but this is by far the worst gym I have tried in my life. Equipments are old, staff is not friendly/welcoming, minimal classes outside work hours (who’s going to them?!?), no warning that cycling classes need your own shoes (what a waste of time turning up) and I was told there will be English classes (no one spoke English). Save yourself the hassle and join another gym or are all gyms this terrible in cph?",all
416,"The star is only for friendly staff.
The gym itself is a mess, and looks like no one is keeping it clean.
Sauna not working. Showers are under renovation but they didn’t install emergency showers either. Not even to mention the changing area 🤢 with old fashioned method of lockers.",all
419,"small basement gym, alot of old equipment, alot of broken machines, not ok, compare to the price for membership",Gino
423,"I have been coming here on and off for 5 years. And it gets worse every time I return!
The hygiene in the bath and sauna is under all criticism! Toilet paper, bottles and water on the floor! This is not an isolated case! There needs to be a stronger member policy in the house and more cleaning

Training facilities etc are good",all
425,"Best place to train in kbh, free parking, and really nice helpful staff",all
426,"Been member now for three years. Staff are great and very clean place. Good equipment and for many pieces, been changed in the last few months. Like all gyms gets busy in the rush hour times but not full of a load of tattoo knuckleheads. Nice place and a nice relaxed vibe.",Gino
428,"Makes it impossible to cancel membership, and keeps asking for money after with made-up bills.",Gino
430,"Partly reasonable gym in the morning and afternoon, but after that it goes downhill. The evening is terrible: shouting groups of young boys who mostly use Sats as a youth club. But the worst part is that it is filthy in the evening - especially the toilets and bathrooms. There is a lot of snuff and wool from socks in the bathroom that needs to be cleaned - and no one mops the floor (neither staff nor users). The sauna and steam bath (closed) are clammy after a whole day of sweat. People use their own rules regarding the sauna, e.g. having an unofficial party with music in the sauna, so that others cannot enter without stinking of peppermint. The training area is also pretty minimal, e.g. no Precor machines or the like. Ventilation is almost always switched off (certainly to save electricity), which means that the air is heavy in changing rooms - especially in bathrooms, water drives down the walls and windows. The air is generally bad in the training area - and in addition there is often a smell of cigarette smoke and car exhaust, which comes down from the parking garage due to drafts (the glass doors are typically completely open). There is also a lot missing compared to previously under Fitnessdk, for example. free coffee. The quality is just decreasing and the clientele is going in the wrong direction: more suspicious types in the evening (and it's not the ones from Gentofte).

Bad gym!!!",all
433,"Nice center with brand new, beautiful bathing facilities. There is both a steam bath, a sauna and plenty of space.
The exercise machines are not all the latest and that drags you down. There are plenty of opportunities to look out over Herlev town center and I like the air it gives to a training center that there are windows with a view.
There is also a bit of CrossFit.",Gino
434,"After having been a member of Fitness World for 10 years, I chose to switch to rate and keep then a difference. Better machines, more dumbbells, and much more welcoming staff. It is clearly the best decision I made when I chose to switch to rate.",all
435,"It has now been difficult to find a cabinet that works for a long time. Today I drove home after trying 15 different lockers where the lock didn't work.
Are also tired of their own Corona rules not being followed.
So now I'm changing center.
Otherwise, I was happy to come there, so I hope they will soon get the various things under control so that I can come back.",all
438,You should becarful before u become a member otherwise gonne loss 2 months payments for nothing,Gino
439,fantastic service. nice equipment.,all
440,"Super delicious place with all imaginable training tools from turf, weights and general cardio to cross-country skiing. Lots of air and light and nice changing rooms. There is free parking.
Remember that you must use the padlock here and not the membership card for the lockers",all
446,"Having trained all over the world, I can confidently say this gym is definitely a must. Their daily fee is incredibly fair for everything they offer, I cannot suggest this gym enough. Absolute 10/10 spot.",Gino
448,"Good location, reasonably good price for Danish standards, open 7 days a week, and super friendly staff by email and at the entrance.
Equipment not extremely new but very well kept, good space and when you join, they also offer a free coaching/personal session to guide you! 💪",Gino
451,"I’ve lived in San Francisco, Japan, Spain and now Copenhagen for a little bit, but this is by far the best gym I have ever been too for the cost. At this location, they have a live DJ from 4 to 8 PM on Monday evenings, and at the other location they have a live DJ at the same time on Tuesday evenings. It’s quite amazing for the price! It’s a nice thing to have as well to spice up the workout.

Plus, they have friendly staff, plenty of lockers to put away your stuff, a Zen room to do your own AI powered workout, and so many machines! Also, they have drinks and protein ice cream bars you can purchase.",all
452,"Fantastic gym. I have been working out there for about 4 months now and enjoy the equipment, staff, and the fact that they are open 24/7. Would highly recommend if you are looking for a new gym in Copenhagen.",Gino
453,"Go here at night and it is like getting into a night club, great atmosphere and music is almost always on point!
There is a guy here, think he is called Rasmus, always smiling and welcoming. He gets you in a mood that forces all great energy into you and makes the lifts much better. Would highly recommend going here, and in Repeat I general!",Gino
454,"Love the interior of this gym. Much better than any other gym I have tried. They have a great selection of equipment. However, the music is sometimes really really loud and the place can get quite busy during peek hours.",Gino
455,"This gym has really terrible policies for drop in, day pass people, such as tourists like myself. I went there at 3:15pm on a Saturday, and the staff member told me I couldn't train because he was leaving at 4pm, and I was not allowed to let myself out of the gym without a staff member being there, even though it's a 24 hour gym and was full of people. Very bad policy for taking care of casual people like me who really want to train.",Gino
456,"Great gym and CrossFit lessons, I usually do drop in when I visit CPH. If you do not speak Dannish and are looking to do a drop in CrossFit avoid classes with the coach John David, he has a lack of interest and not welcoming to new members, the rest of the coaches are great.
I totally recommend this friendly gym.",Gino
457,Best crossfitbox I’ve been to so far! They got it all and is a must visit if you love Crossfit and is in town. Friendly people and great classes.,Gino
458,Very nice gym. Good atmosphere and friendly people around!,Gino
459,"Nice outside and inside gym, really nice owner, and cool New and smart equipment!",Gino
460,"The best gym by far, I have seen in CPH",Gino
461,"Great gym. It’s relatively small but has plenty of cables, freeweights and squat racks, so really everything you need. Very kind staff and chill atmosphere.",Gino
462,"Amazing local gym! Feels way more personal and comfortable, than any other gyms I’ve been to.",Gino
463,"Very good gym.High quality Equipment ,very good treadmills and also boxing  fitness classes to get really fit ...friendly staff.I would really reccomend...",Gino
464,"I alway feel welcome to SHC 😊 Very professional staff!! Many different classes 💪😅 PT’s and trainers to choose from, who always challenge us, always are positive, and in a good mood. Easy booking system. SHC makes me feel stronger, healthier and happier 😀",Gino
466,Great Gym for bodybuilding. Arsenal pendulum and Hacksquat. Every hammerstrength machine. And also an area with bumper plates and CrossFit style Racks. + A big posing area,Gino
467,This is an amazing gym! They have everything you need for a great workout. I highly recommend it!,Gino
468,"Great hardcore gym with brand new equipment. Everyone there was jacked as f, huge and roided out which is always a good sign you’re at the best gym in town.",Gino
469,Very good gym space. And good guidance for beginners as well by the receptionist. There are in house personal trainer you can hire. Not very crowded. Overall very good. 10 min walk feom Ny ellebjerg Station.,Gino
470,"Only 2 running machines, so not a normal gym, but mostly for body builders. Tiny unheated changing room. With a membership fee of 495DKK/month this is a joke.",Gino
490,"If you like to get Energy into your bloodstream, that’s the place to go. ☀️
The personnel is also very nice and helpful 👍",all
585,"Not the biggest Fitness World, you can safely say, there aren't many parking spaces. So you have to stop at Bilka if you come in prime time, i.e. around 16 to 18:00.

The place is open until 00:00 on weekdays, so that everyone can get a workout in. There isn't bikefit and all that cycling like in the really big centres.",all
597,"Very well equipped gym, personnel very nice. But for me the best are the members: they always clean after themselves in general, are respectful and it’s not super crowded 😊",Gino
604,"Old and No ergonomic equipment for free weights.
Benches are broken and probably at least 30 years old. They cannot fold due to broken mechanisms.
Towers are old and half broken.

Seriously one of the worst equipped gyms I have seen.",all
607,Its nice Gym to work out its clean and well organize 😊,all
608,Its a nice and clean gym💪. Bra personal. I love it,all
609,One the my  favourite place!!!,all
610,It's a great gym unfortunately they closed the sauna.,all
