ID,text,annotator
451,"I’ve lived in San Francisco, Japan, Spain and now Copenhagen for a little bit, but this is by far the best gym I have ever been too for the cost. At this location, they have a live DJ from 4 to 8 PM on Monday evenings, and at the other location they have a live DJ at the same time on Tuesday evenings. It’s quite amazing for the price! It’s a nice thing to have as well to spice up the workout.

Plus, they have friendly staff, plenty of lockers to put away your stuff, a Zen room to do your own AI powered workout, and so many machines! Also, they have drinks and protein ice cream bars you can purchase.",all
490,"If you like to get Energy into your bloodstream, that’s the place to go. ☀️
The personnel is also very nice and helpful 👍",all
552,"Not as many good classes anymore. TRX and functional training classes are great for strength and cardio, but difficult to find a good class",Sanna
553,"Great gym! So many good offers for memberships and lots of machines and equipment. The only negative thing I would say is that nobody is brining towels to have with them, which has usually been a requirement at gyms I go to. Therefore if people don't use the paper towels to clean you sometimes find a machine that is really sweaty and dirty and you have to clean it yourself! I think it would be nice if they changed that and asked people to bring towels for hygienic reasons. But otherwise I love the gym and would recommend! Really friendly staff too!",Sanna
554,"Great place to do your workout. New and always good maintained equipment, and their team activities are always with good instructors. Like most of the other Fitness World centers it's really good.",Sanna
555,Very big space with lot of good machines in good state. Very friendly staff.,Sanna
556,"I like this center. Great location, great opening hours and a great size. It's not too big nor to small. I primarily attend the classes and find that they have great instructors. The locker rooms are nice and clean.",Sanna
557,"Nice fitness center, they have a lot of squat racks, free weights and cardio machines. They do lack some of the traditional machines.",Sanna
558,"It's fine for what it is, but half the lockers can't lock properly, and the machines are quite worn down.",Sanna
559,"One of the better fitness centers, at least in the ""Fitness World"" line-up",Sanna
560,Cluttered and strangely structured center. Disabled toilet and stretcher in the same room,Sanna
561,"I think I am gonna quit that GYM, the same playlist for 5 months.....It's make me crazy. No way the reason of quitting will be music.... Please change it",Sanna
562,"Great fitness studio with nice and helpfull staff. The only drawback is the very unflexible membership system. I'm working abroad every other month and there is no suitable membership plan for a situation like this. I'm required to pay 100 DKK everytime I want to pause my membership when starting work, which isnt very nice.",Sanna
563,Clean but have some old equipment that could be replaced,Sanna
564,Great fitness center with good classes. I've been very pleased with the friendliness and professionalism among their instructors and staff. It is a place you like to work out.,Sanna
565,"Great place, nice separation of floors, clean.",Sanna
566,"Bad vibes! Too many people, especially at this FW is starring at you if you actually do a good job and are serious about training. To fit in, you should stare at your phone and don’t pay attention to exercise at all.. 🫤 It’s a shame.. The culture makes me change to FitnessX !!",Sanna
567,"Clean gym with everything I need for general bodybuilding purposes. Although some equipment is visibly worn out and the gym may be crowded at times, it's not a reason to complain given the price and 05:00-24:00 opening times.",Sanna
568,"Really Cheap fitness chain. Nothing luxury. Nothing to make the experience better. Dated cardio machines. Everything feel old. No improvements in 10 years in technology applied to training or experience. Quite dirty, low maintenance. Dirty change rooms, not even soap in showers. Weird people hanging out but not training. Unfortunately they are like a monopoly, not other options in the city. Danes have high income but the gyms are really lame and basic compared to other countries.",Sanna
570,"Gym is decent, but there is no air-conditioning in the summer which makes it just unbearable. Also no WiFi and mediocre maintenance.",Sanna
572,Pretty bad compared to the other places fitness world centers I've been to in Aarhus,Sanna
573,"Nice staff, clean. But missing simple things like a holder for soap in the shower, more ""cleaning stations""",Sanna
574,Nice gym,Sanna
575,"Clean gym, friendly staff, Working Machines",Sanna
576,"Worst customer service and this brand is only interested in your money, they will do everything to screw you over for the smallest amount of your money.",Sanna
577,"Decently equipped gym. Good amount of free weights, machines and other features.",Sanna
578,The machines are new and the stuff is very friendly and ready to assist.,Sanna
579,Wish there were some kind of security,Sanna
580,Good place to relax and get fit,Sanna
581,"Great place, a lot of machines and heavy lifting space, big fitness room suitable for stretching or warming up session.",Sanna
582,"It is new facility and the equipment is worst. I have seen many not in working mode even after few days.

Treadmills are worse and not installed properly. They are very tiresome and I have said many times to the staff but no actions.

The staff is kind and good but no action towards the improvements we suggest.",Sanna
583,"Good local fitness center. Rush hours from 17 to 19, better go after or before these hours. Please, add new music videos.",Sanna
584,Just love it,Sanna
585,"Not the biggest Fitness World, you can safely say, there aren't many parking spaces. So you have to stop at Bilka if you come in prime time, i.e. around 16 to 18:00.

The place is open until 00:00 on weekdays, so that everyone can get a workout in. There isn't bikefit and all that cycling like in the really big centres.",all
586,"Amazing spacy gym with long opening hours, parking and modern machines.",Sanna
587,"Tge gym is fine, but people here do not put weigths on their place",Sanna
588,Do not recommend if you don't want to be boiled. It's too hot inside and no proper ventilation.,Sanna
589,"A good-sized gym on several floors, with a large variety of free weights, machines and classes. Not the tidiest Fitness World you'll find; weight plates often strewn around the area rather than stacked on a weights tree.",Sanna
591,"Members do not clean after themselves, do not put the weight back
The gym is messy and dirty. The floor is nasty. The weights are everywhere but on the racks. The bottom floor that is in the cellar is humid as hell. Equipments are not maintained and a lot of them are broken or have flaws. The rubber bands that are available for use are so dirty and sticky. The only reason I keep the membership is because it is literally 2 minutes from where I live. Do not recommend to anyone, not worth the money.",Sanna
592,"The equipment looks like all the broken leftovers from the other gyms. The usual guests have no manners. No one puts equipment back in their place, the gym always looks like a mess.",Sanna
593,You can sweat here :-),Sanna
594,"Always messy, and the equipment/machines are cheap.",Sanna
595,God service,Sanna
596,"Very good impression and you'll find everything you need, the only missing thing is the sauna, it's on time out in all SATS gyms in malmö :-/",Sanna
601,"Nice staff.
Spacious.
However the Big group training area's floor is almost fully broken. Everywhere there you step on, you may twist your ankle. As time goes by, it gets worse.",Sanna
604,"Old and No ergonomic equipment for free weights.
Benches are broken and probably at least 30 years old. They cannot fold due to broken mechanisms.
Towers are old and half broken.

Seriously one of the worst equipped gyms I have seen.",all
605,"The gym is very clean and fresh. I would give it 5 stars if they had som dance, afro, step and zumba. I really miss my dance-classes from my last gym.",Sanna
607,Its nice Gym to work out its clean and well organize 😊,all
608,Its a nice and clean gym💪. Bra personal. I love it,all
609,One the my  favourite place!!!,all
610,It's a great gym unfortunately they closed the sauna.,all
