enterprise,author,rating,review,platform
PureGym,Julie,2,"Tydeligt dyk i kvalitet af centeret siden kæden blev overtaget af PureGym. Funktionelle problemer som ødelagt gulv ved squat racks og udluftning, der ikke virker, står i udu i månedsvis mens ressourcerne bruges på kampagner og at male “motivational quotes” på væggene. Hvis der ikke snart sker en alvorlig forbedring skifter jeg center.",Trustpilot
PureGym,Sussie Skousen,5,Dejligt at gå til yoga hos Pure Gym og mange instruktører at vælge imellem,Trustpilot
PureGym,Maria Timm,5,"Jeg kommer i centeret op til 7 gange om ugen, jeg kan godt lide stemningen der er, og folk hilser på hinanden",Trustpilot
PureGym,Ronald,5,"Endnu en god træning i PreGym afsluttet. Jeg har trænet rigtigt mange år i dette center. Det har jeg gjort fordi netop dette center har en rigtig god stemning, imødekommende personale hvor man altid føler sig velkommen. Men vigtigst af alt masser af plads, udstyr og maskiner.",Trustpilot
PureGym,Kate Nielsen,5,Jeg kan godt lide at komme i pure gym tingene virker og der er gode hold træning,Trustpilot
PureGym,Rita K,5,"Jeg oplever en super god stemning også selv blandt personalet . Ja måske det eneste ÷ er nok at os som træner der oppe måske burde kigge rundt og rydde op efter os selv og tænk at der er andre som skal bruge maskinen efter mig. Og få byttet sko når vi får ind i stedet for at andre skal vade op i en sandkasse.  At så det kan være personalet som ikke gør deres arbejde godt nok,  jo de knokler så vi kan nyde at komme der. Men så må vi se at få hovedet ud af r.. ja undskyld jeg bliver mega sur over det..",Trustpilot
PureGym,Jan D,3,"Gode lokaler. Rengøringen er ok.Maskinerne er gamle og bliver ikke vedligeholdt, selv om man gør opmærksom på fejl ved maskinerne. Enkelte ting er dog blevet udbedret i den senere tid. Vil sætte pris på, at det hele blev vedligeholdt, så vil det være sjovere at komme der. Har ingen planet om at træne et andet sted.",Trustpilot
PureGym,Michael B,2,Hæver prisen igen uden forbedringer - Surt med prisstigninger på autopilot.,Trustpilot
PureGym,Henning Als-Jensen,4,"Alt egenligt super fint, dog er en del morgen bike sluttet, og ingen erstatninger fundet, så nu står jeg men færre valg eller meget længere rejsetid til samme event. Holdne var ellers godt brugt, ofte fuldt booket.",Trustpilot
PureGym,ole knudsen,2,Der er alt for få dansetimer i jeres centre og det der er tilbage er næsten kun zumba,Trustpilot
PureGym,Peter Hansen,4,Min afd på V Bro Kh er godt indrettet og personalet er imødekommende. Godt råd til kæden: Sats meget mere på +50 årige kunder. Den ene undersøgelse efter den anden dokumentere at styrketræning er den vigtigste søjle til at bevare en bevægelig og rask krop.Satsen kunne være abn tilbud på specielle stille tidspunkter.,Trustpilot
PureGym,kunde,5,Puregym har fleksible åbningstider og det kan jeg godt lide.,Trustpilot
PureGym,Pia Larsen,4,Træning for alle.Mangler dog ventilation (luft) i løbebåndsmaskinerne.Luften i lokalet bliver/er tung.,Trustpilot
PureGym,janik vindelev,5,Der er ikke så meget at tale om alt er i orden og alt er okay og i top is træningscenter,Trustpilot
PureGym,Kenneth,3,Syntes det er et godt sted at komme.Personalet er søde og imødekommende.Men syntes godt de kan være hurtigere til at rep. De ting som går i stykker og forny sig med nogle nye maskiner.,Trustpilot
PureGym,D.M.,5,Flinke ansatte og gode tidspunkter til holdtræning,Trustpilot
PureGym,Harry,5,"Jeg er syg i øjeblikket, og træner kun lejlighedsvis.",Trustpilot
PureGym,Susanne sørensen,4,"Altid hyggeligt i centret, MEN en del redskaber TRÆNGER til noget “kærlighed”. “Bolde” og Bosu er ej pumpet op… i LANG tid. Får en sludder om manglende teknikker :-(MERE synlighed om renlighed, ej kun på skærme, det er ej alle der bruger løbebånd mm",Trustpilot
PureGym,Erik Nielsen,3,"Gamle maskiner, og niveau af rengøring kunne være bedre. Ofte lidt uldent på gulvet. Mange gamle løbebånd mv havner i Slangerup, efter at de er brugt op i KBH. Har aldrig set et nyt blive installeret i de 10 år jeg har været medlem. Der hvor man sveder mest (kardio træning) er der dårlig ventilation. Mens det område hvor man sveder mindst (styrketræning) er der behageligt køligt. Så lige omvendt af hvad man har mest har brug for.... Så om sommeren er der ret ulideligt hvis man laver kardio, men afstanden til andet relevant center gør at man må leve med det:-( Der er ikke en dato som sådan for oplevelsen. Det har været sådan i mange år. Både med ny ejer og gammel ejer. Men måske det ændrer sig, for den nye ejer/leder virker meget mere opmærksom på, så måske håb forude :-)",Trustpilot
PureGym,Liselotte,3,Der er for koldt i træningssalen for hold,Trustpilot
PureGym,Ole Lessel,1,Men meget skuffet over over at PureGYM har taget julegaverne fra Instruktører mm. How low can You Ellers Fantastik træningstime,Trustpilot
PureGym,Mai Louise Brinch Naabye,5,Personalet er altid imødekomne og hjælpsomme og der er en generel afslappet stemning. Der er et stort og varieret udvalg af hold samt dygtige og motiverende instruktører.,Trustpilot
PureGym,Leif Petersen,4,"Whats not to likeSuper stemning, man bliver altid i godt humør i City3, Slagelse, som har de bedste instruktører, og dejligt rent og hyggeligt :-) Man tager altid hjem med et smil på læben, og det giver bare en uvurderlig glæde :-)",Trustpilot
PureGym,Charlotte bitz,4,"dejlig sted at komme, altid en der siger hej. rent og pænt.",Trustpilot
PureGym,Catty Cat,5,"det er stort og aldrig mangel på maskiner og vægte, og meget imødekommende, da folk bare passer sit eget.",Trustpilot
PureGym,kunde,4,"gode maskiner og rart personale, desværre er der nogle af brugerne som ikke er så flinke til at sætte vægte tilbage på plads, hvilket godt kan give en ""find holger""øvelse når man træner og skal finde sine vægte: men motionen, når man leder er jo også sund :-).Glad for centeret.",Trustpilot
PureGym,Inge ,3,Ved indmeldelse fik jeg ikke den rabat jeg havde forventet. Flere maskiner er ikke i orden og der bliver ikke gjort noget ved det i lang tid. Ifølge medarbejdere har de gjort opmærksom på det flere gange. Men der sker ikke noget,Trustpilot
PureGym,Lisbeth Kildegaard,4,God stemning og fik pulsen op i max,Trustpilot
PureGym,Bo Jepsen,3,"Savner skillerum mellem bruserne. Jeg ved godt, det gør det nemmere at gøre rent ...Jeg er ikke sikker på, om affaldssortering er en styrke hos jer",Trustpilot
PureGym,Ole Xaver Madsen,5,"Altid smilende og hjælpsom personale, der løfter enhver træning",Trustpilot
PureGym,Bente,2,Mega dårlig luft i hele centret den 18.10. Hår i alle brusekabiner - damer,Trustpilot
PureGym,Preben Stougaard,5,Stort lyst og godt ventileret center. Hjælpsomme medarbejdere og stort udvalg af maskiner.,Trustpilot
PureGym,Leif Lundgaard,2,Irriterende at bruserne kun giver vand i 9 sekunder. Vandknappen skal aktiveres alt for ofte. Irriterende at glasvæggene mellem bruserne er fjernet. Er det for at spare rengøring?Sådan har det været alt for længe.,Trustpilot
PureGym,Gry Lietsch,5,Jeg har gået på samme hold siden 2016 og de er alle super hyggelige mennesker.,Trustpilot
PureGym,david,4,Meget venligt og imødekommende personale. God stemning og plads til alle.,Trustpilot
PureGym,Reidar Serup,1,Center Søborg Hovedgade har konstant defekte maskiner hvor kabler er knækket. Personalet siger der ikke kan skaffes reservdele. Så må i få nye maskiner der kan fås dele til. Under al kritik.,Trustpilot
PureGym,Sidsel Marie Munksgaard,5,"Super gode hold, den bedste stemning og søde trænerer.",Trustpilot
PureGym,Nikolaj  S,1,"Min kæreste har haft en utrolig dårlig oplevelse hos jer i dag d. 18/10.Det hele handler om en fejl fra jeres side over 2 omgange hvor at i ikke får hendes mors rigtige e-mail skrevet ind i jeres system, og så ender det ud i at hendes mor har fået en inkassovarsel.Jeg ville egentlig kun have meldt mig ud hvis ikke i fjernede rykkergebyrerne for hendes mor, men efter at jeg så chatten med ""Oliver"" i dag, så har jeg egentlig ikke lyst til at have noget med jer at gøre igen. I mangler i aller højeste grad mere servicemindhed, og i skal klæde jeres medarbejdere i jeres centre langt bedre på end de gør. Jeg har også haft en eks-kæreste der var medarbejder i et af jeres centre, og hun fik også en elendig behandling.Stram op, og vend tilbage med en undskyldning og fjern de åndssvage rykkergebyrer. Så vil jeg kunne OVERVEJE at vende retur en skønne dag.At ham Oliver uden videre bare skrider fra chatten er simpelthen respektløst.",Trustpilot
PureGym,Constantinos Demetriou,5,"BAGSVÆRD ER DEN BEDSTE FITNESS CENTER I HELE EUROPA PLUS DEN HAR DE SMUKKESTE PIGER DU SKAL SE CHEFENS ØJNE, VI SES GOD DAG",Trustpilot
PureGym,Victor,1,At man skal tilmelde sig en tablet at man er i centret. Igen har fortalt mig om det. Svært at se det ligge skilt i Har. Overvejer at opgsige abonnement indtil gælden af parkering er betalt. Goddag,Trustpilot
PureGym,Lone Huus,5,Dejligt at kunne træne i flere centre god atmosphere,Trustpilot
PureGym,HENRIK BENNETZEN,3,"Mangler fornyelse intet nyt udstyr i flere år, I Holbæk.",Trustpilot
PureGym,Fritz Christoffersen,2,meget ringe oggenerelle vedligeholdelse at maskiner der ikke kan benyttes i længere perioder,Trustpilot
PureGym,Christoffer Gondan,5,"Et af de bedre puregym-centre. Det er renligt og har mange gode maskiner. Derudover er personalet venligt, og den overordnede stemning i centeret er god",Trustpilot
PureGym,Jerzy Nowak,5,Dejlig sted med god maskiner og super dejligt indeklima. Medlemskab skal stige fra 01/12 og det er ikke så fedt nå men er pensionist.,Trustpilot
PureGym,Morten Mørch Thomsen,5,"Masser af maskiner, gode træningsmuligheder og venligt personale.",Trustpilot
PureGym,Maibritt,5,Det er et rart center at træne iAltid smilende personale der er hjælpsommeDog mangler der lidt flere hold.Cirkeltræning er virkelig godt,Trustpilot
PureGym,Jesper Tofte,5,Dejligt træningscenter med gode maskiner og ikke mindst fantastisk personale !!,Trustpilot
PureGym,Jesper Thorup Andresen,5,Venligt personale. Stort udbud af maskiner og hold.Altid rent og lækkert,Trustpilot
PureGym,Flemming Kirchner,4,Træner meget tit i dette center alt er til at overskue.Et center som er hyggeligt at træne i kan varm anbefale PureGym på Porcevej i Aalborg,Trustpilot
PureGym,Inger Raben-Pedersen,5,"Man får brugt hele kroppen med gymnastik hos Dennis.Både balance,styrke og udholdenhed bliver udfordret",Trustpilot
PureGym,Erik Andersen,5,"Hjemmecenter er stort, rent og med mange muligheder. Jeg er ofte på farten og bruger altid muligheden for at træne i andre centre. Det fungerer max.",Trustpilot
PureGym,Niels Holmenlund,5,God Bike hold og forhold for styrketræning,Trustpilot
PureGym,Gitte Gyllenborg,2,"Sørge for at vi får nogen flere bænke i omklædningsrummet, knager til at hænge våde og tykke jakker op på. Sørge for at der kommer flere borde og stole i fælles rum så der kan være noget socialt igen. Se at få oprettet nogen flere hold, både formiddag og aften.  Der er jo stort set ingen tilbage.Vi er mange der er kede af at det er blevet så dårligt, men der er ikke mange der syntes de vil bruge tid på at skrive, da der  ikke er nogen respons på det.  Når vi spørger centerleder får vi bare svaret at det bliver ikke anderledes. I får 2 stjerner fordi de få instruktører der er tilbage gør det super godt.  Men vil ikke anbefale andre at melde sig ind som det ser ud nu.",Trustpilot
PureGym,Frank Bendix Loft,5,"Jeg er meget tilfreds med at træne i PureGym.  Der er de stænger , skiver , stativer og KB jeg skal bruge.....plus en masse andet !! Super steder jeg har besøgt....Det eneste negative jeg kan komme på , er at der desværre er en lille gruppe (Fredericia) der opføre sig, uden at tage hensyn....glemmer at ryde op osv....men det er en lille gruppe , og ikke nok til at fjerne en stjerne ",Trustpilot
PureGym,merete hansen,5,"Der er altid en god atmosfære, sødt personale, søde mennesker- og god plads ",Trustpilot
PureGym,Mag-BS_,5,"Meget gode maskiner, samt. fine bade.faciliteter.",Trustpilot
PureGym,JD,3,"Medlem siden: Juli 2019Seneste træning: 15/10-23Forrige træning: 29/01-20I alt 18 besøg // 700kr pr. træningJeg synes, det er foruroligende, at jeg har betalt månedligt medlemskab 45 gange uden deltagelse. Udover det er jeres faciliteter til dels upåklagelige, og beløbet værd, hvis man deltager ofte nok. Jeg forstår, at hvis samtlige medlemmer er dagligt aktive i jeres centre vil jeres strategi og priser se anderledes ud, men sådan er virkeligheden ikke, og vi er alle sammen medmennesker. Alene om dette er jeg ikke; og fitness skal ikke være en lukrativ forretning. Overvej for diplomatiets skyld e.g. en tvangsopsigelse ved et års udeblivelse.",Trustpilot
PureGym,Christian Ø. Hansen,3,God stemning super personale.Udstyret skal beder velideholdesDet er ikke godt nok.,Trustpilot
PureGym,Naja,2,"Synes det er et kæmpe scam, at man skal betale for en helt måneds fitness EKSTRA, når man opsiger det den 15. I måneden. (Opsiger 15/10, skal betale for hele november måned også). Hvilket jeg på INGEN måde kan få brugt, da jeg var nødsaget til flytte meget akut og så to timer væk.Men jaja “det står i betingelserne”  og de har vel brug for pengene, nu hvor de har så dårligt service. Men ja faciliteterne er så fine - kan man bruge demEDIT: Det er måske ikke juridisk scam nej, men I har ikke ligefrem brug for pengene, og påtvinger folk at skulle betale for en måned, hvor man ikke har mulighed for at bruge det. Havde man brækket ryggen havde I vel haft samme regel. Hvorfor har man lavet en sådan betingelse? Andet end at tvinge folk til at smide penge ud i den blå luft?Nu kan man ikke lige vide når man skriver under på en kontrakt, at man pludselig skal flytte meget langt væk fra den ene dag til den anden. Og ja wow så kan jeg skifte center i den sidste del af min periode - MEN så skal jeg også lige betale flere penge for det, da centrene ikke koster det samme :)Det er rent pengescam - i nasser på almindelige mennesker, der kæmper med økonomien - I kan godt se der ingen grund er til den ekstra måned - hvad skal I forberede før man stopper? ..... Hvad får i penge for? At jeg sidder på krisecenter og har det elendigt med mit liv, og ja så oveni spilder alle mine penge som jeg jo har såååå mange af - godt for jer :)God dag",Trustpilot
PureGym,Kenneth Møller,5,Efter lidt torv trækker med medlemsservice skrev jeg en dårlig anmeldelse herinde om puregym. Der blev derefter taget hånd om sagen og jeg føler mig igen velkommen og godt behandlet som kunde. Det sådan noget der gør at mand har lyst til at blive som kunde  tak Lucas,Trustpilot
PureGym,Nicolai B,2,"Hej PUREGYMIdag fik jeg meddelelsen om at mit abonnement stiger med kr 30.-Det i sig selv er ikke problemet, problemet er at jeres centre ALDRIG har været i dårligere stand. Rengøringen er særdeles mangelfuld, der er rekordmange maskiner ‘ude af form’ og personalet laller rundt med deres mobiltelefoner i centre der roder af helvedes til.Hvordan kan i være bekendt at hæve jeres priser mens jeres standard er så lav? Det er virkelig håbløst.",Trustpilot
PureGym,Susanne Christiansen,5,"At starte med en personlig træner som er rigtig god til at motivere mig til at blive ved med at træne,have energi og lyst til at komme 3 gange om ugen",Trustpilot
PureGym,Kirsten Sørensen,5,"et rigtig godt sted at træne, på såvel hold som individuelt",Trustpilot
PureGym,Vivi Kristensen Co. Line Høje,4,"Et udmærket sted at træne. Dog lidt træls, at der kun køre reklamer. På tv. Trælst at se det samme, når du træner motion i 1/2 time. Også trækst at se på reklame for øvelser på maskiner, der ikke er på langagervej.Så når vi ikke har mange af de maskiner, og jeg ALDRIG TRÆNER I DET NEDERSTE RUM kunne det ikke være muligt st træne billigere?",Trustpilot
PureGym,Nancy Makkouk,3,"Jeg er tilfreds med at der er så mange centre omkring mig, men det er dyrt at betale 300kr om måneden. Jeg har tit fået Q-park bøder hvilket også gør oplevelsen dårlig. Det kunne være rart at have assistance i weekenden.Ellers er jeg glad for at være medlem af Pure gym",Trustpilot
PureGym,Tommy Nissen,3,Ok sted. Syntes det er lidt for dyrt,Trustpilot
PureGym,Anette,5,Dejlige omgivelser. Gode maskiner. Der er rent og et virkeligt sødt og imødekommende personale.,Trustpilot
PureGym,RO,2,"Der er sjældent ryddet op, manglede vægte i racket.Ingen mulighed for individuel guiding ved spinning, da de enkelte cykler ikke vises på skærmOg i forhold til svaret fra jer herunder, så skriver jeg intet om at der ikke er rent",Trustpilot
PureGym,Elaheh Karimi,4,"Det giver mig motivation og lyst til, at træne flere gange om uge og er glad for at træne. Men desværre stiger prisen hurtig op.",Trustpilot
PureGym,Susanne,2,"Der er ikke altid så rent i omklædningen. Det er meget trængt i pladsen om indgangene til træningssalene efter i har opsat flere maskiner. Der er for få Jam hold i forhold til antal deltager på holdene. Og Der er sjælendt vikar på ved sygdom og ved længere sygdom hos instruktøren er det frusterende som medlem. Der er altid smilende personale som hilser når man kommer og går. Jeg synes at det er blevet noget dyrt og overvejer andet alternativ, men luge nu er det nemt i forhold til bopæl og dagligdagen",Trustpilot
PureGym,Thomas Hoffmann,2,"Omklædningsrum og bad under standard. Særligt i Ballerup er det under lavmålet. Snavset og alt, alt for småt.",Trustpilot
PureGym,Lis Bundvig Barken,5,Skønne inspirerende trænere både til Stram op og Cirkeltræning.,Trustpilot
PureGym,Emilia Todorova,5,Det er altid rent og fredeligt.Smilende personaler og klar til at hjælpe.,Trustpilot
PureGym,camilla secher olsen,1,Det er ganske enkelt for dårligt at man ikke kan komme i kontakt med et menneske i telefonen. Jeg har opsagt medlemskab indenfor de første 14 dage og skal have mine penge tilbage. Jeg er ikke interesseret i at skrive mine bank data i en mail men de vil ikke ringe mig op så de kan få dem over telefonen. Det er ikke i orden i disse tider med mange data læk. Elendig service.,Trustpilot
PureGym,Igor Jankovic,5,Alt er godt alt. man ka ikke sætte finger på noget såmhelst,Trustpilot
PureGym,Anne ,5,Træner i centeret i Varde overfor Løvbjerg. Virkelig fint center,Trustpilot
PureGym,Mads J Pagsberg,5,Det er et dejligt center med mange søøøøøøde ansatte.,Trustpilot
PureGym,Tom,5,Super dejligt trænings center med god service samt mange dejlige gode venner der giver et godt indeklima med god hygge når man træner og alt det udstyr man har brug for med kunne ikke tænke mig at træne andre steder. :),Trustpilot
PureGym,Jette Thelin,1,"Dårlig service og oplevelse. Vi kom under bemanding og købte dagsbillet, fordi vi ville prøve boksetime senere. Da der ikke var bemanding, da timen startede måtte boksetræneren ikke lukke os ind, så vi kunne være med på et ikke-fyldt hold. Aldrig oplevet værre konzept. Byder i hvertfald ikke nye kunder velkommen.",Trustpilot
PureGym,Astrid Theuerkauf,1,"På hjemmesiden kan man se, der er mange typer af holdundervisning. Realiteten er, at der er meget få hold. Jeg søgte på op til 16! centre på tre forskellige hold. Med mindre man kan om formiddagen var der ingen ledige pladser. Vi taler 46 mennesker på venteliste til et hold 1-2 uger frem.",Trustpilot
PureGym,Christina,1,"Jeg på en eller anden måde er blevet sat på som betaler for en bekendts abonnement uden jeg har givet tilladelse til dette. Da jeg bliver opmærksom på, at der er blevet trukket penge uretmæssigt fra mig tager jeg kontakt til kundeservice gennem chatfunktionen. Her får jeg blot at vide, at jeg skal tage den med den bekendte og rette det op internt. Der er altså ingen hjælp her, og heller ikke nogen beklagelse over at der er sket en sådan fejl. Jeg tager sender så en mail til kundeservice, som da beklager fejlen, men heller ikke mere end det. Synes virkelige det er ringe kundeservice, når de laver en så graverende fejl og ikke tilbyder at rette fejlen med det samme eller på anden måde kompenser for fejlen",Trustpilot
PureGym,Dennis - viby j,2,"Opret en kundeservice.. så man kan komme i kontakt med ansatte istedet for mails og chat.. Lad være med at favoriserer mindre tallet - spinnings hold hvor ""fælles"" visning er blevet fjernet. Giver ikke mening, man har mulighed for at fjerne sig fra skærmen hvis man er ny eller usikker.. - men så mister man guideance fra instruktøren",Trustpilot
PureGym,Engin Ergin,2,Total skuffendeJeres skabe er flækket og der er urent hele tiden. Få styr på det,Trustpilot
PureGym,Camilla,3,"PureGym Kennedyarkaden: ÅDer lå en afklippet negle på området med træningsmåtterne.For noget tid siden så jeg også en kæmpe edderkop løbe rundt derinde. Flere af centerets barbellpads er enten ødelagte eller meget dårlige efterhånden. Dette gør hipthrusts til den knapt så behagelig øvelse, pga mangel på kvalitets udstyr.",Trustpilot
PureGym,Alex Raithel,4,"Det er et meget fint lille sted at træne, ikke det alle største udvalg af trænings udstyr. Men rigeligt at bruge af til en rigtig god træning, personalet er for det meste også ret hurtig til hvad end man skal bruge hjælp til. :)",Trustpilot
PureGym,Silvia Ethelberg,4,I får 4 stjerner fordi jeg ikke kan undvære jer. Fitness World var bedre. Hader når i aflyser holdtimer.,Trustpilot
PureGym,Gunn Danielsen ,5,"Det er så fedt at træne hos Karina, god start på weekenden og man bliver i godt humør!",Trustpilot
PureGym,Fatma BIbi,3,Jeg synes umiddelbart ok at træne der men tænker på at de fleste maskiner er meget gammel og rustede også kniker ret meget så håber at snart kommer nogle nye maskiner ***,Trustpilot
PureGym,Steen,5,"Min kone og jeg er deltagere på Cirkeltræningsholdet ca. én gang/uge. Med Nilas som instruktør og vejleder føler vi os altid godt tilpas. Denne træning supplerer udmærket, hvad vi dagligt foretager os med motion, - gåture, hjemmeøvelser og evt. cykling.",Trustpilot
PureGym,max lassen,1,Danmarks bedste sportscenter service !!!!Når du opretter en betalingsaftale i puregym og registrere den indenfor 24 timer registrerer puregym system det ikke .Tværtom de sender rykkergebyrer din vej og når du betaler de bøder sender de dig den næste rykker fordi deres system ikke registrere at de har godkendt  det.Deres service siger langt tid før at men har godkendt og jeg godkender den inden for 24 timer .Resultat ny bøde på 200 kr  plus det gebyr jeg skal betale for når jeg ikke bruger puregym fordi jeg melder mig ud nu.opdatering dette var ikke min bank skyld der skrev at det var puregyms ansvar hvilket jeg har informeret puregym om,Trustpilot
PureGym,Hanne Haahr,4,"Jeg holder af det lokale og nære, og jeg kan cykle til centret. Dette er pænt og rent, og sjældent overfyldt! Ergo kunne jeg komme til de maskiner, jeg ønskede. Publikum er venlige, lokale og stemningen er OK.Faktisk er det eneste jeg ikke er glad for, er det nye navn. Det er ligt bøvlet at udtale! mvh Hans Lærke",Trustpilot
PureGym,Annette,5,Dygtige hold-instruktører. Mange muligheder og god stemning.,Trustpilot
PureGym,Anne,3,"Mange maskiner virker ofte ikke, og der er for få. Holdtræning ikke muligt overalt, selvom det indgår i abonnement. Høj pris og skjulte gebyrer. Men personalet er venligt.",Trustpilot
PureGym,Malene Eistrøm Begborg,1,"Pure Gym fortsætter hvor FW slap. Vi har i mandags fået en mail om manglende betaling efter medlemskabet er sat i bero… og hvis vi ikke indbetaler inden 7 dage da kommer der rykkergebyr på. Vi har været i centret i tirsdags, hvor man ville ringe til os. Har ikke hørt noget. Er nu kørt i centret igen i dag fredag hvor den stakkels unge pige ringer til medlemsservice for at få afvide at Centret ikke kan hjælpe, men vi skal selv sende mail til dem og bede dem modregne perioden hvor det var i bero. Det er så omstændigt at man giver op. Øv. Farvel til PG.",Trustpilot
PureGym,Peter,4,12 okt 2023Gode maskiner.,Trustpilot
PureGym,Vibeke Jensen,5,God stemning i gode lokalerRigeligt med udstyrSuper sødt personale ,Trustpilot
PureGym,Kjell,4,"God instruktør til seniortræning i Måløv fredag. Holdsalen lille og smal, kunne være bedre.",Trustpilot
PureGym,Pia Helle,1,"Syntes at, det er blevet meget forringet, maskinerne er gamle og personalet gør rent, når man træner kl 8-9",Trustpilot
PureGym,Eva Quist,5,Sved på panden ,Trustpilot
PureGym,Jens,3,"Miljøansvar: PureGym oplyser på hjemmeside citat: Vi hjælper dig med at passe på din fysiske og mentale sundhed - Måske det også var på tide at PureGym passer på Miljøet... Affald fra træningscentrene har åbenbar ikke den samme bevågenhed. Det kan konstateres at alt aftørringspapir, engangskaffekopper, emballage fra drikkeprodukter mv. alt sammen kommer i sorte plastaffaldssække og derefter direkte i affaldscontainer. Måske det var på tide at indføre affaldssortering så PureGym også kunne hjælpe med at passe på miljøet",Trustpilot
PureGym,Kim Erich Blinge,5,"Efter træning, har man en ny energi, man ikke kan beskrive, det skal man prøve  så nye trænies Prøv det ",Trustpilot
PureGym,Kim Laulund Rasmussen,4,Generelt er udstyrsniveauet ret godt og god service.,Trustpilot
PureGym,Gert Hansen,3,Elendige badforhold. God spinning. Skidt at man ikke kan ringe til de lokale centre.,Trustpilot
PureGym,Karsten Andersen,5,Sevim Genc PT,Trustpilot
PureGym,Lars T L,5,"Anmeldelsen er på gugvejens center i Ålborg. Glad for at se der stadig er technogym maskiner der, da de er enkle og indstille og ikke mindst rengøre og centeret har god plads og et væld af maskiner. Kort sagt et godt center.",Trustpilot
PureGym,princess awuyah,4,"Det er en rigtig god sted med professionelle ansatte, men de gerne også imødekommende. Stedet er ret klemt, når der er en masse folk og det kan være en problem, hvis man skal bruge en specifik maskine. Der nogle maskiner der skal justeres, men det er fordi folk der træner sætter ikke det vægtende eller udstyret på plads. De fleste gange gør de. Alle er forskellige. Det er en god sted at tage til fitness date, men træn mens i er kærlig. Der er folk der kan tjekke hinanden ud ikke være alarmeret. I kan melde det til ansættende. Der er også en alarm på maskinerne til folk der kan få hjertestop. Det er ansættende trænet til.",Trustpilot
PureGym,Yvonne Robinson,1,"Gang på gang, og med forskellige holdtype, bliver min træning aflyst af PureGymJeg træner Bike Power og Yoga, eg tilknyttet de 2 PureGym i Hillerød område",Trustpilot
PureGym,Kent,5,Træning Motion,Trustpilot
PureGym,Kristian Wagtmann,5,Hej generelt meget tilfreds.   Hjernen i bad rum på toilettet det er fint,Trustpilot
PureGym,J�rgen J�rgensen,5,Det er selve klubben og menneskerne der tæller for mig,Trustpilot
PureGym,Christian Baun,1,"Ledsagede min datter (nødvendigt med min ID, da hun er under 18). 2 damer i skranken. Hun kunne ikke få et medlemstilbud, da hun var medlem 3 dage endnu på andet medlemsskab, da “medlemsservice var syge”. Utroligt at vi måtte gå hjem uden tilbud. Ikkeeksisterende service og mangel på fleksibilitet.",Trustpilot
PureGym,John Klitte,3,Gode sociale relationer og en opmærksom og venlig centerchef,Trustpilot
PureGym,Lis Fog Larsen,5,"Rart og godt sted, venligt personale.",Trustpilot
PureGym,Claus Søgaard,5,"God træning i lyse, rengjorte lokaler, maskiner til alle behov og altid et smil fra personalet",Trustpilot
PureGym,Arno Jensen,4,"Alt i alt et dejligt center med godt personale og alt i maskiner For at få sidste stjerne fra mig, mangler jeg et område hvor man kan hænge ud med sin kaffe ol. Og det nye program til spinning kommer op at stå, måske flere spin timer ( andre tidspunkter ..??)Ps :og det er self Nykøbing F",Trustpilot
PureGym,Dorte Eisensø,4,"Et mindre center- dejligt, usnoppet og pænt og rent. Det meste personale er søde og venlige",Trustpilot
PureGym,Hanne Andersen,5,Føler mig velkommen. Dygtige instruktører.Men vil i ikke nok sætte sedler op om at pigerne skal lukke skabet når de går. Det irriterer mig grænseløst at de gaber og man går ind i dem.,Trustpilot
PureGym,Jan Vang Rasmussen,5,"Fine muligheder for træning, samt en god stemning i centret.",Trustpilot
PureGym,Henriette Ini Bing,3,"Jeg elsker mit Zumba hold hos Ditte på Bibliotekvej i Hvidovre.Men centret er vildt beskidt over det hele, man skal ikke kigge langs ,gulv/vægge, omklædning, bruser, wc, kort sagt et meget beskidt center.",Trustpilot
PureGym,Oscar,1,"Jeg må desværre konstatere, at PureGym har nogle betydelige ulemper, som gør det svært at anbefale. For det første er det problematisk, at man skal betale hele 70 kr, hvis man glemmer sit kort. Det virker som en form for skjult gebyr eller hemmeligt abonnement, hvilket desværre er en praksis, der er alt for udbredt blandt PureGym.Desuden føles det som om, man bliver bundet til at være en ekstra pengemaskine. Priserne er simpelthen alt for høje i forhold til alternativer som Fitness X, hvor man kan træne for blot 150 kr. Det er ærgerligt, at man skal betale en formue for at have adgang til ordentlig træning.Men ulemperne stopper ikke her. I mit lokale fitnesscenter er der desværre alt for varmt. Det gør det utroligt ubehageligt at træne, og det er svært at holde ud i længere tid. Derudover bliver der spillet musik alt for højt, så det føles nærmest som om, de prøver at omdanne stedet til et diskotek i stedet for et seriøst træningscenter.Alt i alt er jeg desværre ikke tilfreds med min oplevelse hos PureGym, og jeg ser mig nødsaget til at melde mig ud.",Trustpilot
PureGym,Kjeld Bentzen,5,Godt venligt træningsmiljø og alt hvad man behøver,Trustpilot
PureGym,Lena,5,"Dejligt center med god atmosfære, pænt og rent med det sødeste personale.",Trustpilot
PureGym,Sucena Gomes,1,"opretter mig online, lige så snart jeg har betalt og pengene bliver taget fra min konto - står der “couldn’t store entered data. Please try later” det lige sket igen for ANDEN gang nu. også skal man vente 8+ dage, før ens penge kommer tilbage på kontoen. For jeres egen skyld, bare gå direkte ned i fitness centeret, og opret jer der - da det tydeligvis ikke virker online ",Trustpilot
